"F_Id","F_FullName","F_EnCode","F_Type","F_PropertyJson","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId","F_OrganizeId"
"00AD0C3B-EC8C-482C-9565-807A684A1FBB","高级程序员","1119","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"0313A8D3-B169-456D-86BD-6CE6C57BF307","网络安全工程师","1123","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"033DD960-82B6-4D45-A67D-47B2043C00C7","行政事务管理专员","1038","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"067AAB5B-D1BA-48C7-8EFC-A93B7A33DD10","产品规划主管","1100","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"075E4B10-F926-42AF-983E-3F2AEAEB436C","翻译","1035","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"0AE8DE21-23F4-4BC4-8BB7-3999EED977E5","市场拓展经理","1075","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"0B3F05A2-B9A9-4EB0-9325-FC80120CAC55","产品助理","1084","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"0DAA3822-BDEF-4E6A-A002-FBC9860FB956","培训专员","1007","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"0DFDF799-17F5-4A36-BDDA-2A79E8E5494F","绩效考核主管","1008","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"0E773C1A-2E4E-4001-A51E-0E3DC93901A4","总裁","1127","1",,,"0","1","11/10/2017 11:24:42",,"16/7/2020 12:01:57","a133c2e4-212d-414e-b9d1-5ca443b1e95d",,,,"9E998490-40B2-45EF-A82E-E225BF2109E1"
"145E3F83-83D5-42B2-8091-714F064BFD8E","研发主管","1099","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"17BEBD48-10FE-43C5-B16F-61CDB7B95839","网络管理工程师","1121","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"198233FB-8630-4623-8A94-28E20B346067","数据库工程师","1118","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"1B5138A1-E060-49B4-9CAD-60DC3408475C","秘书","1034","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"1CC12935-E0B9-48AD-B47C-8989DE59D5DE","安全员","1106","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"2220435A-7046-4366-9E5D-763197D4A39F","技术支持经理","1098","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"23F7B6FB-382B-4DF0-9A7D-C849B4EC8BF0","产品设备工程师","1052","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"26368E13-1ACB-46A5-B09C-6B9968D6D123","物流规划专员","1089","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"264B948F-6BF7-4B86-809F-5AD2E0CEC2DF","薪酬分析师","1010","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"28F5EA7D-455A-4BFE-BFCE-9E6B20CE5276","薪资福利主管","1009","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"2D864823-D1B0-4E4D-8E5D-D482B4F913CF","客户代表","1081","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"2F82A84B-9F22-4E14-8B10-BC502F2BCD26","董事长","1128","1",,,"0","1","11/10/2017 11:24:42",,"16/7/2020 12:02:04","a133c2e4-212d-414e-b9d1-5ca443b1e95d",,,,"9E998490-40B2-45EF-A82E-E225BF2109E1"
"3100AD42-E456-4176-8C9D-5F57F9AA9006","投资主管","1020","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"325EEA64-0403-455D-B6A5-D912A9687468","资本市场分析专员","1025","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"3537C193-D5E5-4C76-95CE-55C298D0D938","会计主管","1018","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"39931250-A884-44FB-8C70-71B615B44C68","网络工程师","1120","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"3C68552E-80DA-42A0-891D-BC49CFCDC7BD","仓库管理员","1092","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"3D6482B5-4613-49CC-A632-E09608BE4C5D","招聘主管 ","1004","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"3D8BBFCA-CC5E-4544-A827-672D3FE33F94","商品护运员","1096","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"41B69FE4-ED4D-4AB1-A65F-AA3970E6FB6A","采购专员","1087","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"41F7074A-2B17-4F65-B807-A772E7AF0784","促销主管","1076","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"439A079A-93CB-4202-BC23-4D7BEBB230C9","采购工程师","1086","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"46F105D3-139C-4097-B2CA-2588CAC4E3BA","广告企划主管","1077","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"4803A396-BC86-4463-886A-D5BBBFEC48DA","市场策划主管","1074","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"48DD6017-EE58-4929-AA07-2592B47E3CF5","工业工程师","1050","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"502802F5-CC60-4B6F-BA1D-26568B83E14C","工程技术部经理","1048","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"512A9008-B2F9-426A-B070-E0B92F2DDBF6","投资分析专员","1024","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"51DF9CB7-89B8-43B6-A161-A8532B7F4ABE","产品主管","1083","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"5274FA5F-2706-4D61-AA7A-D52AAB1DE03F","簿记员","1029","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"534C6304-2642-42F8-A51D-1123B5DF2A25","市场经理","1067","2",,,"0","1","11/10/2017 11:24:42",,"15/11/2017 10:27:37","admin",,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"58105AFB-38BC-43BC-B1A4-F4BBD93B4797","客户关系主管","1071","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"59e84df36abe4c6f873d74392c2eea11","销售专员","1501","3",,,"0","1",,"a133c2e4-212d-414e-b9d1-5ca443b1e95d",,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"5ACF1505-9E73-48AC-A5D3-F35EA42A554F","技术主管","1097","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"5BD8257D-67DD-47AE-9A51-619FA987A60D","商品储运员","1095","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"5D972528-3525-4234-858C-D8C3383DFFB8","人力资源经理 ","1001","2",,,"0","1","11/10/2017 11:24:42",,"13/11/2017 14:59:01","admin",,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"5F442D37-1ACA-473A-9892-3F6DFA2C5A3B","店面经理","1062","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"61BC1ADC-9F6A-453E-80E7-33BC70916DFC","行政助理","1031","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"63126BF8-AF7A-4A81-BBCE-0CC9053DB42A","销售经理","1058","2",,,"0","1","11/10/2017 11:24:42",,"1/9/2020 09:04:58","1d230af0-7054-43e0-bcd0-60144d3ed1d1",,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"632E8607-D4E6-43E2-B066-0454E166D6A4","媒介推广专员","1078","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"686DFEA4-BB10-42F8-B7AC-6BD9A846232B","电话销售代表","1066","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"6B063EBA-1A49-4F65-8BBB-1B1A89C21509","出纳员","1028","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"6C80D8D8-F8DC-4ABE-A52B-5A0EE467124D","市场研究专员","1073","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"6D4BC762-1F21-4697-95F6-D5B4D11C3E40","总经理","1126","1",,,"0","1","11/10/2017 11:24:42",,"16/7/2020 12:01:49","a133c2e4-212d-414e-b9d1-5ca443b1e95d",,,,"9E998490-40B2-45EF-A82E-E225BF2109E1"
"6DAF930E-DAA4-4996-A4AB-DEBD879004B3","行政主管","1032","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"6EA558DE-6EE4-4BD8-A5BD-2562E9D9F426","销售助理","1059","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"6F0FDFDA-CB9F-4E2F-ACEE-6BFECAA5DFDB","生产主管","1046","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"710DC81E-3ABB-42F4-BCB1-5044A7A158FD","公关主管","1079","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"777BED9D-CC6F-40CB-9407-12C27F504BD8","材料管理专员","1090","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"7888D242-0B5D-4D42-B499-77E19005B815","办事处经理","1061","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"78ACDFD2-5123-407D-B850-4D6C689682F3","采购经理 ","1085","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"7933841A-7FA2-4310-AB44-4D1DCBE0012E","法律顾问","1042","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"7B074779-6C7F-4F47-93BD-1215B4B49459","财务经理","1013","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"7BA99135-A17E-4AC0-BF5E-9551429A04F2","培训师 ","1006","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"7D368474-F0C2-402E-A3F5-6D822052352B","人力资源信息系统经理","1011","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"7D37D6E6-C11B-49D2-A41A-7010E8D6398B","法律事务助理","1041","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"8256786D-3B14-4382-B89A-88854A04240C","市场助理","1068","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"8769A62D-FE29-492E-9F96-A0A1A501506F","前台","1037","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"87DD3B20-7377-4DA8-AAD8-C59139A80400","系统开发工程师","1112","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"8803156B-661E-4074-8DD8-67B16FBFC1BA","人力资源专员 ","1003","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"8896C28F-1309-4159-BBF2-E7A292FF34F1","美工","1082","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"8A104E00-9640-41D6-BE19-B901F0974C04","融资主管","1021","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"8BA630F5-3068-42F6-87E5-DCF9983B0696","供应商管理工程师","1051","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"8C0EF64A-04C9-41DB-BEC6-270516B0C49F","厂长","1044","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"8F6E42B2-1F7F-4407-8D65-8FF0E3C835FD","质检员","1056","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"9168696C-5E96-4D10-95D3-451097597C03","商品保管员","1093","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"92AD3D89-49F6-4B71-87B6-CC3481B98C93","部件工程师","1110","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"95fdb23d407344a6ad5bc3ae71f479b9","人事主管","100098","1",,,"1","1","15/11/2017 10:26:15","admin","21/1/2021 00:56:41","admin",,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"96978B97-8D90-4630-B73B-00B3434B4149","产品开发工程师","1101","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"96D926F0-1747-4A07-8660-76D75A3DCE18","员工培训与发展主管","1005","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"978828E1-0333-4AD5-B58F-7582F7FFAF33","仓储主管","1091","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"99A5DA23-0B5A-4EE1-BE43-89581F46C585","生产调度员","1054","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"9A49C0CE-5D4E-4490-8D3E-EE1C1F14B7DF","市场调研主管","1072","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"9ABD0D93-AE1C-4072-83B8-18AD1D170D7D","预算主管","1015","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"A1DB25F5-9331-4567-B45C-6A4C75285144","货运主管","1094","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"A2B2142D-0DF6-45B4-BEEC-37E91EC5A32A","质量控制主管","1055","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"A939BEF0-3376-4456-81FA-E85CBB84B387","财务助理","1014","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"AB8D3712-D09B-470E-B799-D294C210480C","税务专员","1027","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"abfc1d257f7740cea20a6c5bdb60e84e","产品经理","1600","1",,,"0","1",,"a133c2e4-212d-414e-b9d1-5ca443b1e95d","1/9/2020 09:04:22","1d230af0-7054-43e0-bcd0-60144d3ed1d1",,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"AC975CF1-7849-43D6-BC35-9F00E62854F7","质量安全技工","1057","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"AF3A9BB6-6744-452A-8079-A28CC36E9B3A","法律事务主管","1040","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"AFCEBFD2-DE47-4BCE-94BC-2E302A179AEC","软件工程师","1114","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"B20807B7-8290-47E5-B496-48B83BF59B67","物流经理","1088","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"28C2AB90-2513-40DA-ACBA-D962FB29CC58"
"B622971A-1BA8-4F7C-9DBC-22F126B3B08A","预算专员","1023","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"B650DD80-8C7C-4AFA-AF1C-B9C92CC5CFAC","副总经理","1129","1",,,"0","1","11/10/2017 11:24:42",,"16/7/2020 12:01:42","a133c2e4-212d-414e-b9d1-5ca443b1e95d",,,,"9E998490-40B2-45EF-A82E-E225BF2109E1"
"BA345E34-2721-40F1-893A-12D2811DEEE1","销售代表","1064","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"BB7ADB13-7FFC-46F7-ACA7-880483F8BF3F","行政经理","1030","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"BBBAB5EE-7F25-4124-A463-829462595BAE","公司律师","1043","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"C1DDF91A-95DB-4761-B1FB-426264A40499","财务成本控制主管","1016","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"C394B44D-75CF-4448-812C-6972147C9A15","车间主任","1053","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"C8E3B718-2802-443D-BC75-1B1FD26E535A","人力资源助理 ","1002","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"CB6EFA43-7527-4A6F-BEE8-6DDECC0945E0","工程技术项目经理","1124","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"CC0ACF93-C47D-44CE-890B-5DAD900A6B78","公关助理","1080","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"D1EE0FA4-6EB0-4864-AE8B-D52764A65E03","网络管理员","1122","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"D3C245C1-427F-40D3-A074-DFC29DE79EDD","总经理秘书","1033","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"D421E6A4-BF57-4B07-9824-DB1D2D230CCF","物业主管","1039","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"C26C637B-9255-47AF-A945-7556802DF71B"
"D6DC9684-26D3-4BFA-B072-AC1EE980B1D9","产品开发技术员","1102","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"D79DA555-2413-4461-A675-E9DA51218D49","渠道经理","1063","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"DD0943A9-FBDC-413D-82E5-E72A90C9CEF9","客户维护主管","1070","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"DD33645C-6FC9-4F39-B7EE-D67870051DCC","副厂长","1045","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"DE0D9CBD-2683-4745-9CFF-F2625998E7F3","系统测试工程师","1116","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"DFE608F4-B7DA-4E9E-9DFA-63562FEBD0E5","客户开发主管","1069","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"EBA8E097-971B-47F7-9892-9A81F74EADE7"
"E362929E-3840-4ED5-9335-85EC1D7ED0E3","制造部经理","1047","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"E381F485-E1D1-43E0-967E-55E2E88076CF","通讯工程师","1108","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"E6C0FBF7-D0F4-4ECC-86EA-0F5CD6B4F2F5","生产工程师","1049","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2AD2E864-A08F-4C5B-8CF6-1150AC7D56E3"
"E7FE74BA-C8AC-4449-91AB-3DCE6D15E962","计算机管理员","1113","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"EA86D872-0461-46C8-AE88-9F05FD6021C3","应收账款主管","1017","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"EB35C0A4-01E9-4606-BE12-C6ED3A2E09AD","销售统计员","1065","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"F11860C1-7B72-4AC3-90E6-87ADF1E3CD50","员工记录经理","1012","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"32659CD1-F452-45B5-9E26-AB72002E31D5"
"F342CFBD-F28B-449A-B58B-5965150B6EE7","资金主管","1019","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"F3DC0738-58C5-4607-B27A-FC27E2C3D384","网站主编","1125","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"17BEBDCB-248D-4668-B6CD-BF22A446BBD4"
"F616CC69-A31F-4B98-B9B7-266C1233A8F9","核算专员","1026","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
"f7333c3825464b479815be796c63a3dd","销售主管","10099","1",,,"2","1","15/11/2017 10:14:52","admin","21/1/2021 00:56:47","admin",,,,"9A8553AC-CD51-4388-8A2E-6D7729E3884F"
"FEC92F0A-3C1A-49B1-86ED-EFA88024B300","财务分析师","1022","2",,,"0","1","11/10/2017 11:24:42",,,,,,,"2F88FC7E-2CBE-4B03-8994-2E6548E3CE86"
